url,name,email,phone,country,docNumber,docCounter
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Entafarma“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Mediq Lietuva“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Intersurgical“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Polsa“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Teida“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:250531-2020:TEXT:EN:HTML&src=0, UAB „Bonameda“,,, Lithuania,2020/S 104-250531,2
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Designer Contracts Ltd, jade.orton@designercontracts.com, +44 1246856463, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Designer Contracts Ltd, jade.orton@designercontracts.com, +44 1246856463, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Floorteq Ltd, info@floorteq.net, +44 1428729200, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Forbo Flooring UK Ltd, info.flooring.uk@forbo.com, +44 1773744121, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Altro Ltd, amad@altro.com, +44 1462707700, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Designer Contracts Ltd, jade.orton@designercontracts.com, +44 1246856463, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Forbo Flooring UK Ltd, info.flooring.uk@forbo.com, +44 1773744121, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Designer Contracts Ltd, jade.orton@designercontracts.com, +44 1246856463, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, John L Lord and Son (Rizistal) Ltd, johnedwards@john-lord.co.uk, +44 1617644617, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, Deva Resins Ltd, info@devaresins.com, +44 1244301649, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:522597-2019:TEXT:EN:HTML&src=0, B I F Services Ltd, simon@bifservices.com, +44 1777709500, United Kingdom,2019/S 213-522597,3
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Berendsen Textile Service“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „LINDSTROM“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Berendsen Textile Service“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Berendsen Textile Service“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:279738-2019:TEXT:EN:HTML&src=0, UAB „Lindstrom“,,, Lithuania,2019/S 114-279738,4
https://ted.europa.eu/udl?uri=TED:NOTICE:262760-2019:TEXT:EN:HTML&src=0, , , , ,2019/S 108-262760,5
https://ted.europa.eu/udl?uri=TED:NOTICE:405255-2016:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Sabelijos prekyba“,, +370 46362847, Lithuania,2016/S 222-405255,6
https://ted.europa.eu/udl?uri=TED:NOTICE:405254-2016:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Eisiga“,, +370 61265003, Lithuania,2016/S 222-405254,7
https://ted.europa.eu/udl?uri=TED:NOTICE:405253-2016:TEXT:EN:HTML&src=0, Eurosec LT,,, Estonia,2016/S 222-405253,8
https://ted.europa.eu/udl?uri=TED:NOTICE:363908-2016:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Eisiga“, eisiga.fabric@gmail.com, +370 38056408, Lithuania,2016/S 201-363908,9
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,, +370 52412142, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, UAB „Antagutė“,, +370 52338737, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Lindstrom“,, +370 52322131, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,, +370 52412142, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,, +370 52412142, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:250466-2016:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Lindstrom“,, +370 52322131, Lithuania,2016/S 138-250466,10
https://ted.europa.eu/udl?uri=TED:NOTICE:454381-2015:TEXT:EN:HTML&src=0, Berendsen Textil Service AB,,, Sweden,2015/S 249-454381,11
https://ted.europa.eu/udl?uri=TED:NOTICE:292219-2015:TEXT:EN:HTML&src=0, UAB „Nota Bene“, info@notabene.lt, +370 52755251, Lithuania,2015/S 159-292219,12
https://ted.europa.eu/udl?uri=TED:NOTICE:292219-2015:TEXT:EN:HTML&src=0, UAB „Nota Bene“,, +370 52755251, Lithuania,2015/S 159-292219,12
https://ted.europa.eu/udl?uri=TED:NOTICE:292219-2015:TEXT:EN:HTML&src=0, UAB „Nota Bene“, info@notabene.lt, +370 52755251, Lithuania,2015/S 159-292219,12
https://ted.europa.eu/udl?uri=TED:NOTICE:292219-2015:TEXT:EN:HTML&src=0, UAB „Army Supply“, info@armysupply.lt, +370 65618663, Lithuania,2015/S 159-292219,12
https://ted.europa.eu/udl?uri=TED:NOTICE:292219-2015:TEXT:EN:HTML&src=0, UAB „Nota Bene“, info@notabene.lt, +370 52755251, Lithuania,2015/S 159-292219,12
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Contraflor (CFS) Limited, john.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, National Floorcoverings Limited, amellor@heckmondwike-fb.co.uk, +44 7770747620, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Contraflor (CFS) Limited, john.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Whitestone Holdings Limited (formerly View Logistics Limited) trading as Thomas Witter, robbie@thomaswitter.com, +44 7712937747, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1928229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Contraflor (CFS) Limited, john.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Forbo Flooring UK Limited, martin.cotterill@forbo.com, +44 1772646900, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Conraflor (CFS) Limited, john.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Forbo Flooring UK Limited, martin.cotterill@forbo.com, +44 1772646900, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Contraflor (CFS) Limited, john.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Designer Contracts Limited, louise.abbott@designercontracts.com, +44 1246854577, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Forbo Flooring UK Limited, martin.cotterill@forbo.com, +44 1772646900, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Contraflor (CFS) Limited, jphn.edwards@contraflor.co.uk, +44 928575415, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Crown Flooring Limited, w.edwards@crownflooring.co.uk, +44 1925229772, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:185535-2015:TEXT:EN:HTML&src=0, Forbo Flooring UK Limited, martin.cotterill@forbo.com, +44 1772646900, United Kingdom,2015/S 102-185535,13
https://ted.europa.eu/udl?uri=TED:NOTICE:69753-2014:TEXT:EN:HTML&src=0, UAB „Švarus pasaulis“,,, Lithuania,2014/S 042-069753,14
https://ted.europa.eu/udl?uri=TED:NOTICE:69753-2014:TEXT:EN:HTML&src=0, Uždaroji akcinė bendrovė „Lindstrom“,, +370 52322131, Lithuania,2014/S 042-069753,14
https://ted.europa.eu/udl?uri=TED:NOTICE:41590-2014:TEXT:EN:HTML&src=0, Berendsen Textil Service AB, info@berendsen.se,,,2014/S 026-041590,15
