url,name,email,phone,country,docNumber,docCounter
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SOEM MEDICAL SRL,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ALEA di Dadone Silvio & C S.a.s.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, STRYKER ITALIA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, Veris S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, M.P. TECHNOLOGIES S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SELEFAR S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ATS Applicazioni Tecnologiche Speciali S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, A. DE MORI S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SIEMENS HEALTHCARE S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FE.MA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, NUOVA BN S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FERRINO & C. S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, CONFEZIONI SANT’AMBROGIO DI SANT’AMBROGIO ANTONIO,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Noricum Trade and Investments, info@noricum.com.cy, +357 22667500, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Ledra Engineering Co. Ltd., ledra@spidernet.com.cy, +357 22349566, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:414512-2020:TEXT:EN:HTML&src=0, JGCOM,,, France,2020/S 172-414512,1
https://ted.europa.eu/udl?uri=TED:NOTICE:414512-2020:TEXT:EN:HTML&src=0, JG COM,,, France,2020/S 172-414512,1
https://ted.europa.eu/udl?uri=TED:NOTICE:398540-2020:TEXT:EN:HTML&src=0, De Boer Structures bv,,, Netherlands,2020/S 164-398540,2
https://ted.europa.eu/udl?uri=TED:NOTICE:398417-2020:TEXT:EN:HTML&src=0," TenTex line, s.r.o.",,, Czechia,2020/S 164-398417,3
https://ted.europa.eu/udl?uri=TED:NOTICE:392762-2020:TEXT:EN:HTML&src=0, MDSC Systems OÜ,,, Estonia,2020/S 162-392762,4
https://ted.europa.eu/udl?uri=TED:NOTICE:356934-2020:TEXT:EN:HTML&src=0, Scharrer Konfektions GmbH & Co. KG, a.scharrer@scharrer-konfektion.de, +49 8593 / 9008-11, Germany,2020/S 145-356934,5
https://ted.europa.eu/udl?uri=TED:NOTICE:354319-2020:TEXT:EN:HTML&src=0, M. Schall GmbH & Co. KG, schall@mschall.de, +49 2421/975547, Germany,2020/S 144-354319,6
https://ted.europa.eu/udl?uri=TED:NOTICE:351628-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 143-351628,7
https://ted.europa.eu/udl?uri=TED:NOTICE:339111-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 138-339111,8
https://ted.europa.eu/udl?uri=TED:NOTICE:321160-2020:TEXT:EN:HTML&src=0, Zelte Trauner GmbH, office@zelte-trauner.at,, Austria,2020/S 131-321160,9
https://ted.europa.eu/udl?uri=TED:NOTICE:312004-2020:TEXT:EN:HTML&src=0, O.B.Wiik A/S, obw@obwiik.no, +47 64835500, Norway,2020/S 127-312004,10
https://ted.europa.eu/udl?uri=TED:NOTICE:312004-2020:TEXT:EN:HTML&src=0, Hallgruppen AS, post@hallgruppen.no, +47 40005077, Norway,2020/S 127-312004,10
:, FD Location,,, France,2020/S 124-303582,11
:, , , , ,2020/S 114-276435,12
https://ted.europa.eu/udl?uri=TED:NOTICE:261624-2020:TEXT:EN:HTML&src=0," Luing Pyrex, spol. s.r.o.", velkosklad@luingpyrex.cz, +420 597317111, Czechia,2020/S 108-261624,13
https://ted.europa.eu/udl?uri=TED:NOTICE:218496-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 091-218496,14
https://ted.europa.eu/udl?uri=TED:NOTICE:197550-2020:TEXT:EN:HTML&src=0, M-Group srl,,, Italy,2020/S 083-197550,15
https://ted.europa.eu/udl?uri=TED:NOTICE:197550-2020:TEXT:EN:HTML&src=0, Picchi srl,,, Italy,2020/S 083-197550,15
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut Location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut Location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195740-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 083-195740,17
https://ted.europa.eu/udl?uri=TED:NOTICE:188459-2020:TEXT:EN:HTML&src=0, SIA “LUMINA Group”,,, Latvia,2020/S 080-188459,18
https://ted.europa.eu/udl?uri=TED:NOTICE:188275-2020:TEXT:EN:HTML&src=0, G&G Partners SRL,,, Italy,2020/S 080-188275,19
https://ted.europa.eu/udl?uri=TED:NOTICE:188275-2020:TEXT:EN:HTML&src=0, G&G Partners SRL,,, Italy,2020/S 080-188275,19
https://ted.europa.eu/udl?uri=TED:NOTICE:186250-2020:TEXT:EN:HTML&src=0, Schall M. GmbH & Co. KG,,, Netherlands,2020/S 079-186250,20
https://ted.europa.eu/udl?uri=TED:NOTICE:143418-2020:TEXT:EN:HTML&src=0, BNS Nordic Shelter AB, lena@bnsnordic.com, +46 705-266724, Sweden,2020/S 060-143418,21
https://ted.europa.eu/udl?uri=TED:NOTICE:132303-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 056-132303,22
https://ted.europa.eu/udl?uri=TED:NOTICE:115744-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 049-115744,23
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SOEM MEDICAL SRL,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ALEA di Dadone Silvio & C S.a.s.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, STRYKER ITALIA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, Veris S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, M.P. TECHNOLOGIES S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SELEFAR S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ATS Applicazioni Tecnologiche Speciali S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, A. DE MORI S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SIEMENS HEALTHCARE S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FE.MA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, NUOVA BN S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FERRINO & C. S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, CONFEZIONI SANT’AMBROGIO DI SANT’AMBROGIO ANTONIO,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Noricum Trade and Investments, info@noricum.com.cy, +357 22667500, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Ledra Engineering Co. Ltd., ledra@spidernet.com.cy, +357 22349566, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:414512-2020:TEXT:EN:HTML&src=0, JGCOM,,, France,2020/S 172-414512,1
https://ted.europa.eu/udl?uri=TED:NOTICE:414512-2020:TEXT:EN:HTML&src=0, JG COM,,, France,2020/S 172-414512,1
https://ted.europa.eu/udl?uri=TED:NOTICE:398540-2020:TEXT:EN:HTML&src=0, De Boer Structures bv,,, Netherlands,2020/S 164-398540,2
https://ted.europa.eu/udl?uri=TED:NOTICE:398417-2020:TEXT:EN:HTML&src=0," TenTex line, s.r.o.",,, Czechia,2020/S 164-398417,3
https://ted.europa.eu/udl?uri=TED:NOTICE:392762-2020:TEXT:EN:HTML&src=0, MDSC Systems OÜ,,, Estonia,2020/S 162-392762,4
https://ted.europa.eu/udl?uri=TED:NOTICE:356934-2020:TEXT:EN:HTML&src=0, Scharrer Konfektions GmbH & Co. KG, a.scharrer@scharrer-konfektion.de, +49 8593 / 9008-11, Germany,2020/S 145-356934,5
https://ted.europa.eu/udl?uri=TED:NOTICE:354319-2020:TEXT:EN:HTML&src=0, M. Schall GmbH & Co. KG, schall@mschall.de, +49 2421/975547, Germany,2020/S 144-354319,6
https://ted.europa.eu/udl?uri=TED:NOTICE:351628-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 143-351628,7
https://ted.europa.eu/udl?uri=TED:NOTICE:339111-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 138-339111,8
https://ted.europa.eu/udl?uri=TED:NOTICE:321160-2020:TEXT:EN:HTML&src=0, Zelte Trauner GmbH, office@zelte-trauner.at,, Austria,2020/S 131-321160,9
https://ted.europa.eu/udl?uri=TED:NOTICE:312004-2020:TEXT:EN:HTML&src=0, O.B.Wiik A/S, obw@obwiik.no, +47 64835500, Norway,2020/S 127-312004,10
https://ted.europa.eu/udl?uri=TED:NOTICE:312004-2020:TEXT:EN:HTML&src=0, Hallgruppen AS, post@hallgruppen.no, +47 40005077, Norway,2020/S 127-312004,10
https://ted.europa.eu/udl?uri=TED:NOTICE:303582-2020:TEXT:EN:HTML&src=0, FD Location,,, France,2020/S 124-303582,11
https://ted.europa.eu/udl?uri=TED:NOTICE:276435-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 114-276435,12
https://ted.europa.eu/udl?uri=TED:NOTICE:261624-2020:TEXT:EN:HTML&src=0," Luing Pyrex, spol. s.r.o.", velkosklad@luingpyrex.cz, +420 597317111, Czechia,2020/S 108-261624,13
https://ted.europa.eu/udl?uri=TED:NOTICE:218496-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 091-218496,14
https://ted.europa.eu/udl?uri=TED:NOTICE:197550-2020:TEXT:EN:HTML&src=0, M-Group srl,,, Italy,2020/S 083-197550,15
https://ted.europa.eu/udl?uri=TED:NOTICE:197550-2020:TEXT:EN:HTML&src=0, Picchi srl,,, Italy,2020/S 083-197550,15
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut Location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195973-2020:TEXT:EN:HTML&src=0, Vignaut Location,,, France,2020/S 083-195973,16
https://ted.europa.eu/udl?uri=TED:NOTICE:195740-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 083-195740,17
https://ted.europa.eu/udl?uri=TED:NOTICE:188459-2020:TEXT:EN:HTML&src=0, SIA “LUMINA Group”,,, Latvia,2020/S 080-188459,18
https://ted.europa.eu/udl?uri=TED:NOTICE:188275-2020:TEXT:EN:HTML&src=0, G&G Partners SRL,,, Italy,2020/S 080-188275,19
https://ted.europa.eu/udl?uri=TED:NOTICE:188275-2020:TEXT:EN:HTML&src=0, G&G Partners SRL,,, Italy,2020/S 080-188275,19
https://ted.europa.eu/udl?uri=TED:NOTICE:186250-2020:TEXT:EN:HTML&src=0, Schall M. GmbH & Co. KG,,, Netherlands,2020/S 079-186250,20
https://ted.europa.eu/udl?uri=TED:NOTICE:143418-2020:TEXT:EN:HTML&src=0, BNS Nordic Shelter AB, lena@bnsnordic.com, +46 705-266724, Sweden,2020/S 060-143418,21
https://ted.europa.eu/udl?uri=TED:NOTICE:132303-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 056-132303,22
https://ted.europa.eu/udl?uri=TED:NOTICE:115744-2020:TEXT:EN:HTML&src=0, , , , ,2020/S 049-115744,23
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SOEM MEDICAL SRL,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ALEA di Dadone Silvio & C S.a.s.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, STRYKER ITALIA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, Veris S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, M.P. TECHNOLOGIES S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SELEFAR S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, ATS Applicazioni Tecnologiche Speciali S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, A. DE MORI S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, SIEMENS HEALTHCARE S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FE.MA S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, NUOVA BN S.r.l.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, FERRINO & C. S.p.a.,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:110762-2020:TEXT:EN:HTML&src=0, CONFEZIONI SANT’AMBROGIO DI SANT’AMBROGIO ANTONIO,,, Italy,2020/S 047-110762,24
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Noricum Trade and Investments, info@noricum.com.cy, +357 22667500, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:99045-2020:TEXT:EN:HTML&src=0, Ledra Engineering Co. Ltd., ledra@spidernet.com.cy, +357 22349566, Cyprus,2020/S 042-099045,25
https://ted.europa.eu/udl?uri=TED:NOTICE:77425-2020:TEXT:EN:HTML&src=0, SMM Events,,, France,2020/S 033-077425,26
https://ted.europa.eu/udl?uri=TED:NOTICE:77425-2020:TEXT:EN:HTML&src=0, Frèche Location,,, France,2020/S 033-077425,26
https://ted.europa.eu/udl?uri=TED:NOTICE:77425-2020:TEXT:EN:HTML&src=0, Frèche Location,,, France,2020/S 033-077425,26
https://ted.europa.eu/udl?uri=TED:NOTICE:72267-2020:TEXT:EN:HTML&src=0," SIA ""Belss""",,, Latvia,2020/S 031-072267,27
https://ted.europa.eu/udl?uri=TED:NOTICE:72265-2020:TEXT:EN:HTML&src=0," SIA ""Lumina Group""",,, Latvia,2020/S 031-072265,28
https://ted.europa.eu/udl?uri=TED:NOTICE:55252-2020:TEXT:EN:HTML&src=0, M. Schall GmbH & Co., gehlen@mschall.de,, Germany,2020/S 024-055252,29
https://ted.europa.eu/udl?uri=TED:NOTICE:37130-2020:TEXT:EN:HTML&src=0, Pulistar,,, Italy,2020/S 017-037130,30
https://ted.europa.eu/udl?uri=TED:NOTICE:37130-2020:TEXT:EN:HTML&src=0, Italcoel S.r.l.,,, Italy,2020/S 017-037130,30
https://ted.europa.eu/udl?uri=TED:NOTICE:37130-2020:TEXT:EN:HTML&src=0, Eredi di Carlo Casiraghi,,, Italy,2020/S 017-037130,30
https://ted.europa.eu/udl?uri=TED:NOTICE:37130-2020:TEXT:EN:HTML&src=0, Gielle di Galantucci,,, Italy,2020/S 017-037130,30
https://ted.europa.eu/udl?uri=TED:NOTICE:33555-2020:TEXT:EN:HTML&src=0, UAB „SOI tech“,, +370 68401722, Lithuania,2020/S 016-033555,31
https://ted.europa.eu/udl?uri=TED:NOTICE:33555-2020:TEXT:EN:HTML&src=0, UAB „Tempus Novum“,, +370 69453462, Lithuania,2020/S 016-033555,31
https://ted.europa.eu/udl?uri=TED:NOTICE:17330-2020:TEXT:EN:HTML&src=0, Provence location, Contact@provencelocation.fr, +33 442320342, France,2020/S 009-017330,32
https://ted.europa.eu/udl?uri=TED:NOTICE:16217-2020:TEXT:EN:HTML&src=0, Stimpex, office@stimpex.ro, +40 213452173, Romania,2020/S 009-016217,33
https://ted.europa.eu/udl?uri=TED:NOTICE:16217-2020:TEXT:EN:HTML&src=0, Stimpex, office@stimpex.ro, +40 213452173, Romania,2020/S 009-016217,33
https://ted.europa.eu/udl?uri=TED:NOTICE:16217-2020:TEXT:EN:HTML&src=0, Stimpex, office@stimpex.ro, +40 213452173, Romania,2020/S 009-016217,33
https://ted.europa.eu/udl?uri=TED:NOTICE:16217-2020:TEXT:EN:HTML&src=0, Stimpex, office@stimpex.ro, +40 213452173, Romania,2020/S 009-016217,33
https://ted.europa.eu/udl?uri=TED:NOTICE:15183-2020:TEXT:EN:HTML&src=0, PEZT CO S.r.l.,,, Italy,2020/S 008-015183,34
https://ted.europa.eu/udl?uri=TED:NOTICE:13769-2020:TEXT:EN:HTML&src=0, Jaulin SA,,, France,2020/S 008-013769,35
https://ted.europa.eu/udl?uri=TED:NOTICE:621880-2019:TEXT:EN:HTML&src=0, Vignaut Location,,, France,2019/S 251-621880,36
https://ted.europa.eu/udl?uri=TED:NOTICE:618243-2019:TEXT:EN:HTML&src=0, Novelty,,, France,2019/S 249-618243,37
https://ted.europa.eu/udl?uri=TED:NOTICE:618243-2019:TEXT:EN:HTML&src=0, Videlio,,, France,2019/S 249-618243,37
https://ted.europa.eu/udl?uri=TED:NOTICE:618243-2019:TEXT:EN:HTML&src=0, Compact,,, France,2019/S 249-618243,37
https://ted.europa.eu/udl?uri=TED:NOTICE:604588-2019:TEXT:EN:HTML&src=0, Alpinter, info@alpinter.com,, Belgium,2019/S 245-604588,38
https://ted.europa.eu/udl?uri=TED:NOTICE:578333-2019:TEXT:EN:HTML&src=0, G&G Partners SRL,,, Italy,2019/S 236-578333,39
https://ted.europa.eu/udl?uri=TED:NOTICE:576425-2019:TEXT:EN:HTML&src=0, SARL Picquet Location Services,,, France,2019/S 235-576425,40
https://ted.europa.eu/udl?uri=TED:NOTICE:571222-2019:TEXT:EN:HTML&src=0, Dönges GmbH,,, Germany,2019/S 233-571222,41
https://ted.europa.eu/udl?uri=TED:NOTICE:566303-2019:TEXT:EN:HTML&src=0, , , , ,2019/S 231-566303,42
https://ted.europa.eu/udl?uri=TED:NOTICE:566301-2019:TEXT:EN:HTML&src=0, Titan Containers,,, Netherlands,2019/S 231-566301,43
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, SARL Actiscene,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, Audiolite Sonorisation,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, Sévénéant Musique,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, Loxam,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, France Expo Location,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, Loxam,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:563941-2019:TEXT:EN:HTML&src=0, WC Loc,,, France,2019/S 230-563941,44
https://ted.europa.eu/udl?uri=TED:NOTICE:557624-2019:TEXT:EN:HTML&src=0, Ebersteiner GmbH, zelt@ebersteiner.at,, Austria,2019/S 227-557624,45
https://ted.europa.eu/udl?uri=TED:NOTICE:541849-2019:TEXT:EN:HTML&src=0, G&G Partners S.r.l., info@defshell.it,, Italy,2019/S 221-541849,46
https://ted.europa.eu/udl?uri=TED:NOTICE:509858-2019:TEXT:EN:HTML&src=0, Hawkmoor Ltd, info@hawkmoor.com, +44 2476450020, United Kingdom,2019/S 209-509858,47
https://ted.europa.eu/udl?uri=TED:NOTICE:509858-2019:TEXT:EN:HTML&src=0, Central Management Catalogue Agency (UK) Ltd, sales@cmcauk.co.uk, +44 1905458307, United Kingdom,2019/S 209-509858,47
https://ted.europa.eu/udl?uri=TED:NOTICE:509858-2019:TEXT:EN:HTML&src=0, Millstream Penthouse Systems Ltd, millstream@millstream.co.uk, +44 2083378008, United Kingdom,2019/S 209-509858,47
https://ted.europa.eu/udl?uri=TED:NOTICE:509858-2019:TEXT:EN:HTML&src=0, TOC Ltd, sales@toc-ltd.co.uk, +44 2476450020, United Kingdom,2019/S 209-509858,47
